name,post_code,city,short_name,pan,bic,bank_code
Deutsche Bank,17036,Neubrandenburg,Deutsche Bank,27707,DEUTDEBB150,046184
Deutsche Bank,17235,Neustrelitz,Deutsche Bank,27707,DEUTDEBB153,046185
Deutsche Bank,17281,Prenzlau,Deutsche Bank,27707,DEUTDEBB154,046186
Deutsche Bank,18311,Ribnitz-Damgarten,Deutsche Bank,27707,DEUTDEBR136,046187
Deutsche Bank,19002,Schwerin,Deutsche Bank,27707,DEUTDEBB140,046189
Deutsche Bank,18401,Stralsund,Deutsche Bank,27707,DEUTDEBR138,046190
Deutsche Bank,17268,Templin,Deutsche Bank,27707,DEUTDEBB155,046191
Deutsche Bank,17161,Teterow,Deutsche Bank,27707,DEUTDEBB156,046192
Deutsche Bank,17351,Torgelow,Deutsche Bank,27707,DEUTDEBB179,046193
Deutsche Bank,23951,Wismar,Deutsche Bank,27707,DEUTDEBB148,046194
Deutsche Bank,19313,Wittenberge,Deutsche Bank,27707,DEUTDEBB149,046195
Deutsche Bank,17438,Wolgast,Deutsche Bank,27707,DEUTDEBB159,046196
Deutsche Bank,19205,Gadebusch,Deutsche Bank,27707,DEUTDEBB132,048441
Deutsche Bank,19370,Parchim,Deutsche Bank,27707,DEUTDEBB145,048442
Deutsche Bank,19348,Perleberg,Deutsche Bank,27707,DEUTDEBB146,048443
Deutsche Bank,19395,Plau am See,Deutsche Bank,27707,DEUTDEBB147,048444
Deutsche Bank,17153,"Stavenhagen, Reuterstadt",Deutsche Bank,27707,,048445
Deutsche Bank,18546,Sassnitz,Deutsche Bank,27707,DEUTDEBR137,048446
Deutsche Bank,17192,Waren (Müritz),Deutsche Bank,27707,DEUTDEBB158,048447
Deutsche Bank,17373,Ueckermünde,Deutsche Bank,27707,DEUTDEBB157,048516
Deutsche Bank,18356,Barth,Deutsche Bank,27707,DEUTDEBR132,048517
Deutsche Bank,18002,Rostock,Deutsche Bank,21707,DEUTDEDBROS,049820
Deutsche Bank,17381,Anklam,Deutsche Bank,21707,DEUTDEDB151,049797
Deutsche Bank,18201,Bad Doberan,Deutsche Bank,21707,DEUTDEDB131,049798
Deutsche Bank,18356,Barth,Deutsche Bank,21707,,049799
Deutsche Bank,18521,Bergen auf Rügen,Deutsche Bank,21707,DEUTDEDB133,049800
Deutsche Bank,18241,Bützow,Deutsche Bank,21707,DEUTDEDB130,049801
Deutsche Bank,17101,"Demmin, Hansestadt",Deutsche Bank,21707,DEUTDEDB128,049802
Deutsche Bank,19205,Gadebusch,Deutsche Bank,21707,DEUTDEDB132,049803
Deutsche Bank,17462,Greifswald,Deutsche Bank,21707,DEUTDEDB134,049804
Deutsche Bank,23932,Grevesmühlen,Deutsche Bank,21707,,049805
Deutsche Bank,18502,Grimmen,Deutsche Bank,21707,DEUTDEDB135,049806
Deutsche Bank,18262,Güstrow,Deutsche Bank,21707,DEUTDEDB141,049807
Deutsche Bank,19230,Hagenow,Deutsche Bank,21707,DEUTDEDB142,049808
Deutsche Bank,19281,Ludwigslust,Deutsche Bank,21707,DEUTDEDB143,049809
Deutsche Bank,19381,Lübz,Deutsche Bank,21707,DEUTDEDB144,049810
Deutsche Bank,17132,Malchin,Deutsche Bank,21707,DEUTDEDB152,049811
Deutsche Bank,17033,Neubrandenburg,Deutsche Bank,21707,DEUTDEDB150,049812
Deutsche Bank,17235,Neustrelitz,Deutsche Bank,21707,DEUTDEDB153,049813
Deutsche Bank,19370,Parchim,Deutsche Bank,21707,DEUTDEDB145,049814
Deutsche Bank,19348,Perleberg,Deutsche Bank,21707,DEUTDEDB146,049815
Deutsche Bank,19395,Plau am See,Deutsche Bank,21707,DEUTDEDB147,049816
Deutsche Bank,17281,Prenzlau,Deutsche Bank,21707,DEUTDEDB154,049817
Deutsche Bank,17153,"Stavenhagen, Reuterstadt",Deutsche Bank,21707,,049818
Deutsche Bank,18311,Ribnitz-Damgarten,Deutsche Bank,21707,DEUTDEDB136,049819
Deutsche Bank,18546,Sassnitz,Deutsche Bank,21707,DEUTDEDB137,049821
Deutsche Bank,19002,Schwerin,Deutsche Bank,21707,DEUTDEDB140,049822
Deutsche Bank,18401,Stralsund,Deutsche Bank,21707,DEUTDEDB138,049823
Deutsche Bank,17268,Templin,Deutsche Bank,21707,DEUTDEDB155,049824
Deutsche Bank,17161,Teterow,Deutsche Bank,21707,DEUTDEDB156,049825
Deutsche Bank,17351,Torgelow,Deutsche Bank,21707,DEUTDEDB179,049826
Deutsche Bank,17373,Ueckermünde,Deutsche Bank,21707,DEUTDEDB157,049827
Deutsche Bank,17192,Waren (Müritz),Deutsche Bank,21707,DEUTDEDB158,049828
Deutsche Bank,23951,Wismar,Deutsche Bank,21707,DEUTDEDB148,049829
Deutsche Bank,19313,Wittenberge,Deutsche Bank,21707,DEUTDEDB149,049830
Deutsche Bank,17438,Wolgast,Deutsche Bank,21707,DEUTDEDB159,049831
Postbank/DSL Ndl der Deutsche Bank,19053,Schwerin,Postbank Ndl Deutsche Bank,27405,DEUTDEBBP35,057594
Postbank/DSL Ndl der Deutsche Bank,19053,Schwerin,Postbank Ndl Deutsche Bank,21405,DEUTDEDBP35,057595
Commerzbank vormals Dresdner Bank,18010,Rostock,Commerzbank Rostock,28130,DRESDEFF130,044863
Rostocker Volks- und Raiffeisenbank -alt-,18003,Rostock,Rostocker VR Bank -alt-,91063,GENODEF1HR1,050596
Rostocker Volks- und Raiffeisenbank (Gf P2),18003,Rostock,Rostocker VR Bank,81063,,053673
Pommersche Volksbank,18439,Stralsund,Pommersche Volksbank,91054,GENODEF1HST,045009
Pommersche Volksbank (Gf P2),18401,Stralsund,Pommersche Volksbank,81054,,053674
Volksbank Wismar -alt-,23952,Wismar,VB u Raiffbk -alt-,,GENODEF1HWV,045015
Commerzbank,19055,Schwerin,Commerzbank Schwerin,24140,COBADEFFXXX,046008
Commerzbank,19361,Parchim,Commerzbank Parchim,24140,,056036
Sparkasse Mecklenburg-Nordwest,23951,Wismar,Spk Mecklenburg-Nordwest,51499,NOLADE21WIS,048818
Sparkasse Mecklenburg-Nordwest,19217,Rehna,Spk Mecklenburg-Nordwest,51499,,048244
Sparkasse Mecklenburg-Nordwest,23996,Bad Kleinen,Spk Mecklenburg-Nordwest,51499,,048824
Sparkasse Mecklenburg-Nordwest,23946,Ostseebad Boltenhagen,Spk Mecklenburg-Nordwest,51499,,048825
Sparkasse Mecklenburg-Nordwest,23942,Dassow,Spk Mecklenburg-Nordwest,51499,,048826
Sparkasse Mecklenburg-Nordwest,23972,Dorf Mecklenburg,Spk Mecklenburg-Nordwest,51499,,048827
Sparkasse Mecklenburg-Nordwest,19205,Gadebusch,Spk Mecklenburg-Nordwest,51499,,048828
Sparkasse Mecklenburg-Nordwest,23936,Grevesmühlen,Spk Mecklenburg-Nordwest,51499,,048829
Sparkasse Mecklenburg-Nordwest,19417,Warin,Spk Mecklenburg-Nordwest,51499,,048830
Sparkasse Mecklenburg-Nordwest,23923,Herrnburg,Spk Mecklenburg-Nordwest,51499,,048831
Sparkasse Mecklenburg-Nordwest,23948,Klütz,Spk Mecklenburg-Nordwest,51499,,048833
Sparkasse Mecklenburg-Nordwest,19209,Lützow,Spk Mecklenburg-Nordwest,51499,,048834
Sparkasse Mecklenburg-Nordwest,23992,Neukloster,Spk Mecklenburg-Nordwest,51499,,048835
Sparkasse Mecklenburg-Nordwest,23923,Schönberg,Spk Mecklenburg-Nordwest,51499,,048836
Sparkasse Mecklenburg-Nordwest,23923,Selmsdorf,Spk Mecklenburg-Nordwest,51499,,048837
Sparkasse Parchim-Lübz,19370,Parchim,Sparkasse Parchim-Lübz,51404,NOLADE21PCH,045251
Sparkasse Schwerin -alt-,19053,Schwerin,Sparkasse Schwerin -alt-,51409,NOLADE21SNS,045246
Sparkasse Mecklenburg-Schwerin,19053,Schwerin,Spk Mecklenburg-Schwerin,51498,NOLADE21LWL,048910
Sparkasse Mecklenburg-Schwerin,19251,Boizenburg,Spk Mecklenburg-Schwerin,51498,,048252
Sparkasse Mecklenburg-Schwerin,19249,Lübtheen,Spk Mecklenburg-Schwerin,51498,,048253
Sparkasse Mecklenburg-Schwerin,19260,Vellahn,Spk Mecklenburg-Schwerin,51498,,048256
Sparkasse Mecklenburg-Schwerin,19241,Wittenburg,Spk Mecklenburg-Schwerin,51498,,048257
Sparkasse Mecklenburg-Schwerin,19246,Zarrentin am Schaalsee,Spk Mecklenburg-Schwerin,51498,,048258
Sparkasse Mecklenburg-Schwerin,19303,Dömitz,Spk Mecklenburg-Schwerin,51498,,048310
Sparkasse Mecklenburg-Schwerin,19300,Grabow,Spk Mecklenburg-Schwerin,51498,,048311
Sparkasse Mecklenburg-Schwerin,19294,Neu Kaliß,Spk Mecklenburg-Schwerin,51498,,048312
Sparkasse Mecklenburg-Schwerin,19304,Neustadt-Glewe,Spk Mecklenburg-Schwerin,51498,,048313
Sparkasse Mecklenburg-Schwerin,19294,Malliß,Spk Mecklenburg-Schwerin,51498,,048314
Sparkasse Mecklenburg-Schwerin,19294,Eldena,Spk Mecklenburg-Schwerin,51498,,048315
Sparkasse Mecklenburg-Schwerin,19282,Ludwigslust,Spk Mecklenburg-Schwerin,51498,,048911
Sparkasse Mecklenburg-Schwerin,19288,Wöbbelin,Spk Mecklenburg-Schwerin,51498,,049733
Sparkasse Mecklenburg-Schwerin,19075,Pampow,Spk Mecklenburg-Schwerin,51498,,049734
Sparkasse Mecklenburg-Schwerin,19230,Hagenow,Spk Mecklenburg-Schwerin,51498,,053387
VR Bank Mecklenburg,18055,Rostock,VR Bank Mecklenburg,61289,GENODEF1GUE,045694
VR Bank Mecklenburg,19386,Lübz,VR Bank Mecklenburg,61289,,045697
VR Bank Mecklenburg,18246,Bützow,VR Bank Mecklenburg,61289,,050625
VR Bank Mecklenburg,19399,Dobbertin,VR Bank Mecklenburg,61289,,050626
VR Bank Mecklenburg,19399,Goldberg,VR Bank Mecklenburg,61289,,050628
VR Bank Mecklenburg,18292,Krakow am See,VR Bank Mecklenburg,61289,,050629
VR Bank Mecklenburg,18299,Laage,VR Bank Mecklenburg,61289,,050630
VR Bank Mecklenburg,18279,Lalendorf,VR Bank Mecklenburg,61289,,050631
VR Bank Mecklenburg,18258,Schwaan,VR Bank Mecklenburg,61289,,050632
VR Bank Mecklenburg,19395,Plau am See,VR Bank Mecklenburg,61289,,050633
VR Bank Mecklenburg,19412,Brüel,VR Bank Mecklenburg,61289,,051325
VR Bank Mecklenburg,19406,Dabel,VR Bank Mecklenburg,61289,,051326
VR Bank Mecklenburg,19406,Sternberg,VR Bank Mecklenburg,61289,,051327
VR Bank Mecklenburg,19417,Warin,VR Bank Mecklenburg,61289,,051328
VR Bank Mecklenburg,18273,Güstrow,VR Bank Mecklenburg,61289,,057642
VR Bank Mecklenburg (Gf P2),18055,Rostock,VR Bank Mecklenburg,71289,,053675
Raiffeisen-Volksbank -alt-,19205,Gadebusch,Raiffeisen-VB Gadebusch-alt,61311,GENODEF1GDB,045702
Commerzbank vormals Dresdner Bank,19006,Schwerin,Commerzbank Schwerin,28140,DRESDEFF140,044866
Commerzbank vormals Dresdner Bank,23966,Wismar,Commerzbank Wismar,28140,,044873
Commerzbank vormals Dresdner Bank,19361,Parchim,Commerzbank Parchim,28140,,046293
Commerzbank vormals Dresdner Bank Zw W,19006,Schwerin,Commerzbank Schwerin Zw W,,DRESDEFFI27,046780
VR-Bank -alt-,19055,Schwerin,VR-Bank Schwerin -alt-,91044,GENODEF1SN1,044999
VR-Bank,19281,Ludwigslust,VR-Bank Schwerin,91044,,046031
VR-Bank (Gf P2),19053,Schwerin,VR-Bank Schwerin,81044,,053676
VR-Bank Schwerin,19370,Parchim,VR-Bank Schwerin,91044,,046280
Bundesbank,17020,Neubrandenburg,BBk Neubrandenburg,20150,MARKDEF1150,044851
Commerzbank,17019,Neubrandenburg,Commerzbank Neubrandenburg,24151,COBADEFFXXX,045999
Commerzbank,17461,Greifswald,Commerzbank Greifswald,24151,,045989
Commerzbank,18401,Stralsund,Commerzbank Stralsund,24151,,046011
Commerzbank,18528,Bergen auf Rügen,Commerzbank Bergen Rügen,24151,,047233
Commerzbank,17181,Waren (Müritz),Commerzbank Waren,24151,,056037
Commerzbank,17302,Pasewalk,Commerzbank Pasewalk,24151,,056038
Müritz-Sparkasse,17181,Waren (Müritz),Müritz-Sparkasse Waren,51514,NOLADE21WRN,045257
Sparkasse Neubrandenburg-Demmin,17041,Neubrandenburg,Spk Neubrandenburg-Demmin,51515,NOLADE21NBS,047492
Sparkasse Neubrandenburg-Demmin,17153,"Stavenhagen, Reuterstadt",Spk Neubrandenburg-Demmin,51515,,052195
Sparkasse Neubrandenburg-Demmin,17154,Neukalen,Spk Neubrandenburg-Demmin,51515,,052196
Sparkasse Neubrandenburg-Demmin,17159,Dargun,Spk Neubrandenburg-Demmin,51515,,052198
Sparkasse Neubrandenburg-Demmin,17139,Malchin,Spk Neubrandenburg-Demmin,51515,,052199
Sparkasse Neubrandenburg-Demmin,17109,"Demmin, Hansestadt",Spk Neubrandenburg-Demmin,51515,,052202
Sparkasse Neubrandenburg-Demmin,17087,Altentreptow,Spk Neubrandenburg-Demmin,51515,,052203
Sparkasse Uecker-Randow,17302,Pasewalk,Sparkasse Uecker-Randow,51598,NOLADE21PSW,049128
Sparkasse Uecker-Randow,17335,Strasburg (Uckermark),Spk Uecker-Randow Strasburg,51598,,045261
Sparkasse Uecker-Randow Gs,17358,Torgelow,Spk Uecker-Randow Torgelow,51598,,046596
Sparkasse Uecker-Randow Gs,17367,Eggesin,Spk Uecker-Randow Eggesin,51598,,046597
Sparkasse Uecker-Randow Gs,17379,Ferdinandshof,Spk Uecker-Rand Ferdinandsh,51598,,046598
Sparkasse Uecker-Randow Gs,17321,Löcknitz,Spk Uecker-Randow Löcknitz,51598,,049131
Sparkasse Uecker-Randow Gs,17328,Penkun,Spk Uecker-Randow Penkun,51598,,049132
Sparkasse Uecker-Randow Gs,17373,Ueckermünde,Spk Uecker-Randow Ueckermde,51598,,049133
Sparkasse Vorpommern,17462,Greifswald,Spk Vorpommern,51597,NOLADE21GRW,050482
Sparkasse Vorpommern,18303,Ribnitz-Damgarten,Spk Vorpommern,51597,,045238
Sparkasse Vorpommern,18507,Grimmen,Spk Vorpommern,51597,,045243
Sparkasse Vorpommern,17431,Wolgast,Spk Vorpommern,51597,,045245
Sparkasse Vorpommern,17382,Anklam,Spk Vorpommern,51597,,045259
Sparkasse Vorpommern,17419,Seebad Ahlbeck,Spk Vorpommern,51597,,055019
Sparkasse Vorpommern,17406,Usedom,Spk Vorpommern,51597,,055022
Sparkasse Vorpommern,17459,Koserow,Spk Vorpommern,51597,,055024
Sparkasse Vorpommern,17454,"Zinnowitz, Ostseebad",Spk Vorpommern,51597,,055027
Sparkasse Vorpommern,17449,Karlshagen,Spk Vorpommern,51597,,055028
Sparkasse Vorpommern,18337,Marlow,Spk Vorpommern,51597,,055033
Sparkasse Vorpommern,18334,Bad Sülze,Spk Vorpommern,51597,,055034
Sparkasse Vorpommern,18347,Ostseebad Wustrow,Spk Vorpommern,51597,,055035
Sparkasse Vorpommern,18356,Barth,Spk Vorpommern,51597,,055038
Sparkasse Vorpommern,18374,Zingst,Spk Vorpommern,51597,,055039
Sparkasse Vorpommern,18375,Ostseebad Prerow,Spk Vorpommern,51597,,055040
Sparkasse Vorpommern,18375,Born a. Darß,Spk Vorpommern,51597,,055041
Sparkasse Vorpommern,18469,Velgast,Spk Vorpommern,51597,,055042
Sparkasse Vorpommern,18461,Franzburg,Spk Vorpommern,51597,,055047
Sparkasse Vorpommern,18439,Stralsund,Spk Vorpommern,51597,,055048
Sparkasse Mecklenburg-Strelitz,17235,Neustrelitz,Spk Mecklenburg-Strelitz,51512,NOLADE21MST,045268
Sparkasse Mecklenburg-Strelitz,17098,Friedland,Spk Meckl-Strelitz Friedl,51512,,048681
Sparkasse Mecklenburg-Strelitz,17094,Burg Stargard,Spk Meckl-Strelitz Burg Sta,51512,,048682
Sparkasse Mecklenburg-Strelitz,17348,Woldegk,Spk Meckl-Strelitz Woldegk,51512,,048683
Sparkasse Mecklenburg-Strelitz Gs,17255,Wesenberg,Spk Meckl-Strelitz Wesenbg,51512,,046605
Sparkasse Mecklenburg-Strelitz Gs,17252,Mirow,Spk Meckl-Strelitz Mirow,51512,,046607
Sparkasse Mecklenburg-Strelitz Gs,17258,Feldberger Seenlandschaft,Spk Meckl-Strelitz Feldberg,51512,,046608
Raiffeisenbank Mecklenburger Seenplatte,17192,Waren (Müritz),Raiffbk Mecklenb Seenplatte,61261,GENODEF1WRN,045935
Raiffeisenbank Mecklenburger Seenplatte,17213,Malchow,Raiffbk Mecklenb Seenplatte,61261,,046641
Raiffeisenbank Mecklenburger Seenplatte (Gf P2),17192,Waren (Müritz),Raiffbk Mecklenb Seenplatte,71261,,053677
Volksbank Vorpommern,17489,Greifswald,VB Vorpommern,61265,GENODEF1ANK,050708
Volksbank Vorpommern,17373,Ueckermünde,VB Vorpommern,61265,,045936
Volksbank Vorpommern,17389,Anklam,VB Vorpommern,61265,,045937
Volksbank Vorpommern,17087,Altentreptow,VB Vorpommern,61265,,045945
Volksbank Vorpommern,17398,Ducherow,VB Vorpommern,61265,,046611
Volksbank Vorpommern,17358,Torgelow,VB Vorpommern,61265,,046630
Volksbank Vorpommern,17509,Lubmin,VB Vorpommern,61265,,055054
Volksbank Vorpommern,17091,Rosenow,VB Vorpommern,61265,,055056
Volksbank Vorpommern,17495,Züssow,VB Vorpommern,61265,,055305
Volksbank Vorpommern (Gf P2),17462,Greifswald,VB Vorpommern,71265,,053678
Raiffeisenbank Malchin -alt-,17131,Malchin,Raiffeisenbank Malchin-alt-,61247,GENODEF1MAL,045943
Raiffeisenbank Malchin (Gf P2),17131,Malchin,Raiffeisenbank Malchin,71247,,053680
Commerzbank vormals Dresdner Bank,17033,Neubrandenburg,Commerzbank Neubrandenbg,28150,DRESDEFF150,046451
Commerzbank vormals Dresdner Bank,17463,Greifswald,Commerzbank Greifswald,28150,,046695
Commerzbank vormals Dresdner Bank,18439,Stralsund,Commerzbank Stralsund,28150,,046698
Commerzbank vormals Dresdner Bank,17181,Waren (Müritz),Commerzbank Waren,28150,,047865
Commerzbank vormals Dresdner Bank,17302,Pasewalk,Commerzbank Pasewalk,28150,,047866
Volksbank Demmin,17109,"Demmin, Hansestadt",Volksbank Demmin,91048,GENODEF1DM1,044904
Volksbank Demmin (Gf P2),17109,"Demmin, Hansestadt",Volksbank Demmin,81048,,053681
VR-Bank Uckermark-Randow,17291,Prenzlau,VR-Bank Uckermark-Randow,91045,GENODEF1PZ1,044986
VR-Bank Uckermark-Randow,17309,Pasewalk,VR-Bank Uckermark-Randow,91045,,044987
VR-Bank Uckermark-Randow,17268,Templin,VR-Bank Uckermark-Randow,91045,,044988
VR-Bank Uckermark-Randow,17279,Lychen,VR-Bank Uckermark-Randow,91045,,046653
VR-Bank Uckermark-Randow,16278,Angermünde,VR-Bank Uckermark-Randow,91045,,050575
VR-Bank Uckermark-Randow,17348,Woldegk,VR-Bank Uckermark-Randow,91045,,056526
VR-Bank Uckermark-Randow,17335,Strasburg (Uckermark),VR-Bank Uckermark-Randow,91045,,056527
VR-Bank Uckermark-Randow,17321,Löcknitz,VR-Bank Uckermark-Randow,91045,,056528
VR-Bank Uckermark-Randow,16307,Gartz (Oder),VR-Bank Uckermark-Randow,91045,,056529
VR-Bank Uckermark-Randow,16303,Schwedt/Oder,VR-Bank Uckermark-Randow,91045,,056531
VR-Bank Uckermark-Randow,17291,Gramzow,VR-Bank Uckermark-Randow,91045,,056533
VR-Bank Uckermark-Randow,16247,Joachimsthal,VR-Bank Uckermark-Randow,91045,,057299
VR-Bank Uckermark-Randow (Gf P2),17291,Prenzlau,VR-Bank Uckermark-Randow,81045,,053682
Investitionsbank des Landes Brandenburg,14473,Potsdam,Investitionsbk Potsdam,,ILBXDE8XXXX,051394
UniCredit Bank - HypoVereinsbank,14467,Potsdam,UniCredit Bank-HypoVereinbk,22102,HYVEDEMM470,045914
Commerzbank,14402,Potsdam,Commerzbank Potsdam,24160,COBADEFFXXX,045968
Commerzbank,14776,Brandenburg an der Havel,Commerzbank Brandenburg,24160,,045974
Commerzbank,15537,Erkner,Commerzbank Erkner,24160,,046559
Commerzbank,16801,Neuruppin,Commerzbank Neuruppin,24160,,046560
Commerzbank,19322,Wittenberge,Commerzbank Wittenberge,24160,,046561
Commerzbank,14974,Ludwigsfelde,Commerzbank Ludwigsfelde,24160,,047054
Commerzbank,14943,Luckenwalde,Commerzbank Luckenwalde,24160,,047234
Commerzbank,17235,Neustrelitz,Commerzbank Neustrelitz,24160,,047235
Commerzbank,16515,Oranienburg,Commerzbank Oranienburg,24160,,047236
Commerzbank,14513,Teltow,Commerzbank Teltow,24160,,048178
Commerzbank,16761,Hennigsdorf,Commerzbank Hennigsdorf,24160,,048268
Commerzbank,14612,Falkensee,Commerzbank Falkensee,24160,,048684
Commerzbank,14712,Rathenow,Commerzbank Rathenow,24160,,049335
Commerzbank,14801,Bad Belzig,Commerzbank Belzig,24160,,056039
Commerzbank,16786,Zehdenick,Commerzbank Zehdenick,24160,,056040
Commerzbank,14631,Nauen,Commerzbank Nauen,24160,,056041
Commerzbank,15344,Strausberg,Commerzbank Strausberg,24160,,056042
Commerzbank,15711,Königs Wusterhausen,Commerzbank Kön Wusterhsn,24160,,056043
Commerzbank,16278,Angermünde,Commerzbank Angermünde,24160,,056114
Mittelbrandenburgische Sparkasse in Potsdam,14459,Potsdam,Mittelbrandenbg Sparkasse,51699,WELADED1PMB,047629
Sparkasse Prignitz,16921,Pritzwalk,Sparkasse Prignitz,51698,WELADED1PRP,048170
Sparkasse Prignitz,19336,Bad Wilsnack,Spk Prignitz Bad Wilsnack,51698,,048327
Sparkasse Prignitz,19339,Plattenburg,Spk Prignitz Glöwen,51698,,048330
Sparkasse Prignitz,19357,Karstädt,Spk Prignitz Karstädt,51698,,048331
Sparkasse Prignitz,16945,Meyenburg,Spk Prignitz Meyenburg,51698,,048333
Sparkasse Prignitz,19348,Perleberg,Spk Prignitz Perleberg,51698,,048334
Sparkasse Prignitz,19322,Wittenberge,Spk Prignitz Wittenberge,51698,,048336
Sparkasse Prignitz,19309,Lenzen (Elbe),Spk Prignitz Lenzen Elbe,51698,,048391
Sparkasse Prignitz,16949,Putlitz,Spk Prignitz Putlitz,51698,,055074
Sparkasse Ostprignitz-Ruppin,16816,Neuruppin,Spk Ostprignitz-Ruppin,51697,WELADED1OPR,048172
Sparkasse Ostprignitz-Ruppin,16833,Fehrbellin,Spk Ostprignitz-Ruppin,51697,,048393
Sparkasse Ostprignitz-Ruppin,16835,Lindow (Mark),Spk Ostprignitz-Ruppin,51697,,048396
Sparkasse Ostprignitz-Ruppin,16845,Neustadt (Dosse),Spk Ostprignitz-Ruppin,51697,,048397
Sparkasse Ostprignitz-Ruppin,16831,Rheinsberg,Spk Ostprignitz-Ruppin,51697,,048398
Sparkasse Ostprignitz-Ruppin,16868,Wusterhausen,Spk Ostprignitz-Ruppin,51697,,048399
Sparkasse Ostprignitz-Ruppin,16866,Kyritz,Spk Ostprignitz-Ruppin,51697,,048409
Sparkasse Ostprignitz-Ruppin,16909,Wittstock/Dosse,Spk Ostprignitz-Ruppin,51697,,048410
LBS Ostdeutsche Landesbausparkasse,14463,Potsdam,LBS Ost Potsdam,,LBSODEB1XXX,047431
Volks- und Raiffeisenbank Prignitz,19348,Perleberg,Volks- u Raiffbk Prignitz,61336,GENODEF1PER,049339
Volks- und Raiffeisenbank Prignitz,16909,Wittstock/Dosse,Volks- u Raiffbk Prignitz,61336,,045089
Volks- und Raiffeisenbank Prignitz,16928,Pritzwalk,Volks- u Raiffbk Prignitz,61336,,045720
Volks- und Raiffeisenbank Prignitz,16949,Putlitz,Volks- u Raiffbk Prignitz,61336,,046037
Volks- und Raiffeisenbank Prignitz,19357,Karstädt,Volks- u Raiffbk Prignitz,61336,,046478
Volks- und Raiffeisenbank Prignitz,19336,Bad Wilsnack,Volks- u Raiffbk Prignitz,61336,,046479
Volks- und Raiffeisenbank Prignitz,19322,Wittenberge,Volks- u Raiffbk Prignitz,61336,,049340
Volks- und Raiffeisenbank Prignitz (Gf P2),19348,Perleberg,Volks- u Raiffbk Prignitz,71336,,053683
Raiffeisenbank Ostprignitz-Ruppin,16803,Neuruppin,Raiffeisenbank Ostpr-Ruppin,61259,GENODEF1NPP,045723
Raiffeisenbank Ostprignitz-Ruppin,16866,Kyritz,Raiffeisenbank Ostpr-Ruppin,61259,,045082
Raiffeisenbank Ostprignitz-Ruppin,16833,Fehrbellin,Raiffeisenbank Ostpr-Ruppin,61259,,046039
Raiffeisenbank Ostprignitz-Ruppin,16868,Wusterhausen,Raiffeisenbank Ostpr-Ruppin,61259,,049752
Raiffeisenbank Ostprignitz-Ruppin,16845,Neustadt (Dosse),Raiffeisenbank Ostpr-Ruppin,61259,,049753
Raiffeisenbank Ostprignitz-Ruppin (Gf P2),16803,Neuruppin,Raiffeisenbank Ostpr-Ruppin,71259,,053684
VR-Bank Fläming-Elsterland,14943,Luckenwalde,VR-Bank Fläming-Elsterland,61321,GENODEF1LUK,045728
VR-Bank Fläming-Elsterland (Gf P2),14943,Luckenwalde,VR-Bank Fläming-Elsterland,71321,,053685
Brandenburger Bank,14770,Brandenburg an der Havel,Brandenburger Bank,61293,GENODEF1BRB,045079
Brandenburger Bank,14778,Golzow,Brandenburger Bank,61293,,045733
Brandenburger Bank,14793,Ziesar,Brandenburger Bank,61293,,046052
Brandenburger Bank,14550,Groß Kreutz (Havel),Brandenburger Bank,61293,,046053
Brandenburger Bank (Gf P2),14770,Brandenburg an der Havel,Brandenburger Bank,71293,,053686
Commerzbank vormals Dresdner Bank,14467,Potsdam,Commerzbank Potsdam,28160,DRESDEFF160,044857
Commerzbank vormals Dresdner Bank,14776,Brandenburg an der Havel,Commerzbank Brandenburg,28160,,044799
Commerzbank vormals Dresdner Bank,16225,Eberswalde,Commerzbank Eberswalde,28160,,044815
Commerzbank vormals Dresdner Bank,16515,Oranienburg,Commerzbank Oranienburg,28160,,044853
Commerzbank vormals Dresdner Bank,19322,Wittenberge,Commerzbank Wittenberge,28160,,044874
Commerzbank vormals Dresdner Bank,16278,Angermünde,Commerzbank Angermünde,28160,,046296
Commerzbank vormals Dresdner Bank,14931,Luckenwalde,Commerzbank Luckenwalde,28160,,046297
Commerzbank vormals Dresdner Bank,14801,Bad Belzig,Commerzbank Belzig,28160,,046298
Commerzbank vormals Dresdner Bank,16786,Zehdenick,Commerzbank Zehdenick,28160,,046299
Commerzbank vormals Dresdner Bank,14631,Nauen,Commerzbank Nauen,28160,,046300
Commerzbank vormals Dresdner Bank,15344,Strausberg,Commerzbank Strausberg,28160,,046301
Commerzbank vormals Dresdner Bank,15872,Eisenhüttenstadt,Commerzbank Eisenhüttenst,28160,,046302
Commerzbank vormals Dresdner Bank,29402,"Salzwedel, Hansestadt",Commerzbank Salzwedel,28160,,046308
Commerzbank vormals Dresdner Bank,14612,Falkensee,Commerzbank Falkensee,28160,,046699
